account_number,annual_income,household_size,years_post_high_school_ed,hours_per_week_watching_tv,age,gender,exceeded_credit_limit_in_past,annual_charges
20989491,87.1,8,3,32,50,Male,No,16727.09
16184983,90.5,6,3,55,68,Female,No,20333.85
27497848,110.4,3,2,1,39,Male,No,13752.22
26513354,81.1,6,1,27,29,Male,No,23087.73
26754995,74.6,6,4,39,52,Male,No,8236.92
17739091,25.2,7,3,13,40,Male,No,8536.38
23630002,15.2,7,4,52,22,Male,No,8088.59
11443743,39.9,5,3,20,38,Male,No,4118.84
18620689,44.7,1,3,29,60,Male,Yes,0
16502932,82.4,7,3,11,46,Female,No,4775.72
20798015,65.2,6,2,6,60,Female,No,6222.36
20163207,101.4,5,1,13,39,Female,No,15186.96
2991530,54.3,5,4,24,55,Male,No,14439.9
23822051,51.6,5,1,17,42,Female,No,6045.99
25110131,68.2,5,1,41,32,Male,No,7948.33
1227759,49.9,2,3,48,62,Male,No,16265.16
17199517,75.7,5,1,30,20,Male,No,13832.56
17855263,43.3,2,1,6,42,Female,No,13045.63
22620259,109.6,1,2,33,51,Male,No,14688.89
3684763,5.8,4,2,17,34,Female,No,10573.26
13879068,39.7,2,1,21,56,Female,No,1631.59
25147021,52.5,8,2,3,60,Male,No,14101.57
28901665,30.7,4,3,52,45,Male,No,2911.24
348571,25,7,4,32,43,Female,No,11767.17
1268246,114.5,8,3,21,28,Male,No,24221.88
22961804,73.6,5,1,22,52,Female,No,17746.18
21437378,75,2,2,10,33,Female,No,4074.17
28616552,65.8,3,1,14,47,Female,No,8034.67
10325303,76,5,0,6,50,Male,No,13760.81
11200269,78.9,8,2,14,49,Female,No,18937.62
6126958,45.9,5,0,41,50,Male,No,15855.56
5937769,112.7,1,3,34,50,Male,No,11564.77
17766925,96.4,1,4,23,26,Male,No,4603.27
20913915,73.8,6,2,52,56,Female,No,20139.45
23281402,127.9,8,1,11,59,Male,No,24240.83
5869956,92.2,3,2,16,41,Male,No,15237.7
24058001,90.9,3,2,53,43,Male,No,16761.44
14453714,83.6,7,1,8,43,Female,No,14576.95
16154729,95.1,2,5,47,47,Male,Yes,13079.14
11276437,78.7,7,1,29,53,Female,No,11433.31
4343067,94,7,3,16,57,Female,No,4637.36
1557471,45.1,5,1,46,57,Male,No,10211.6
16482584,116,3,4,37,38,Female,No,10531.14
18963916,77.1,8,2,49,27,Female,No,19419.68
18332357,34.7,4,1,54,56,Male,No,3530.91
25114104,67.9,5,1,20,56,Male,No,6547.89
24670895,20.2,1,1,31,59,Male,No,5574.5
15836685,50.2,3,2,57,34,Male,No,3843.35
17420617,36.2,5,2,42,39,Female,No,8747.24
13026162,62.1,3,1,4,62,Male,No,14653.41
11720663,68.9,4,4,14,34,Female,No,15068.6
1183783,24.5,2,0,51,47,Female,No,11718.07
10441302,55.7,3,4,37,46,Female,No,7809.76
17570028,79.2,3,1,23,49,Male,Yes,13984.94
10430813,54.5,3,5,55,39,Female,No,9815.59
16450859,100.2,6,2,10,45,Female,No,19763.93
15259853,49.9,3,4,1,50,Female,No,0
29697704,31.8,6,2,35,53,Female,No,139.57
22536495,72.1,7,5,52,40,Male,No,12806.93
26009794,110.5,5,5,1,40,Male,No,15974.24
17653998,58.8,2,0,51,54,Male,No,12485.39
210548,80.2,7,3,4,31,Male,No,11059.93
21116513,85.3,6,5,29,32,Male,No,15099.4
279914,50.2,3,4,39,40,Male,No,0
23969300,42.5,4,4,2,43,Female,No,7601.62
24319361,98.8,2,3,42,39,Male,No,16119.39
22056275,47.1,6,1,14,67,Male,No,5345.01
23882964,24.8,4,4,48,40,Male,No,7736.94
276746,91.5,6,2,22,40,Male,No,6914.24
20232780,54.9,3,1,40,37,Female,Yes,4549.76
28127972,50,8,2,35,29,Male,No,10526.21
25472314,80.8,2,3,5,61,Female,No,11650.81
27304114,59.1,2,4,17,42,Male,No,11129.36
27037223,86.6,8,0,19,45,Male,No,17124.78
6394939,51.4,7,3,44,28,Male,No,16159.62
29857311,16,3,5,41,50,Female,No,3537.13
11285358,108.8,8,0,53,57,Male,No,21866.52
9836469,76,4,2,59,46,Male,No,14525.62
8723057,32.4,4,1,52,28,Male,No,16209.52
20777843,37.6,2,3,25,23,Male,No,2203.53
10758189,54.3,6,3,45,52,Male,No,10808.73
18845523,58.3,5,2,22,37,Male,Yes,5130.34
10360339,29.6,3,4,51,54,Female,No,201.81
12095201,54.3,4,1,45,47,Female,No,9815.43
9904453,52.1,6,0,21,58,Male,No,14221.32
21645215,36.9,5,3,5,37,Female,No,2424.35
17493508,117.8,6,1,39,55,Female,No,25215.17
7993868,68.2,3,3,58,32,Male,No,6552.7
7945575,99,4,4,47,52,Male,No,7181.77
23544704,89.2,5,1,12,28,Female,No,12598.9
11010962,71.2,5,1,12,40,Male,No,6983.69
23351927,93.1,4,3,42,41,Male,No,9931.53
16035934,44.3,2,3,19,33,Female,No,9213.04
27326509,112.3,3,0,13,28,Female,No,18764.23
15222932,7.7,1,4,43,28,Male,No,278.76
12955424,50.5,6,1,35,58,Female,No,14555.19
24625214,50.8,3,2,35,49,Female,No,11042.99
23290726,21.4,3,2,18,39,Male,No,3132.56
7485262,51.2,1,5,3,43,Male,No,185.02
21179750,57.3,4,4,50,46,Female,No,16006.46
13739203,32.2,2,5,48,39,Male,No,0
14969511,87.3,2,4,48,43,Male,No,9476.02
22161039,63.1,5,5,55,39,Male,No,17155.31
21210972,69.7,2,5,15,45,Female,No,492.54
29493375,53.5,5,4,44,42,Male,Yes,14093.3
25132611,36.2,3,4,4,47,Male,No,1006.34
21796891,36.3,5,5,21,54,Male,No,12868.96
8752683,41.4,5,4,40,40,Male,No,2117.7
17050377,41.7,7,2,42,32,Male,No,9450.53
20982864,85.1,8,1,17,48,Female,No,20612.44
6789774,49.3,5,3,0,43,Male,No,9653.29
6039890,74.3,6,4,0,53,Female,No,9189.65
3337891,41.7,7,3,35,51,Female,No,8437.7
6255612,108.8,2,4,8,36,Male,No,15029.58
24657479,42.6,6,2,4,50,Male,No,1135.9
17557034,45.2,2,3,54,46,Male,No,9095.33
10190326,104,4,2,22,37,Female,No,15441.55
12938801,31.9,1,2,10,47,Female,No,5028.75
18761608,87.3,4,3,53,31,Female,No,5920.51
8387472,44.7,7,5,51,59,Female,No,13113.3
22933367,68.4,7,5,58,38,Male,No,11472.83
393379,60.8,8,1,29,53,Female,No,17600.75
10273466,114.8,6,3,55,37,Male,No,23491.42
23972663,95.5,7,1,12,37,Female,Yes,10377.09
17092567,67.3,4,4,38,22,Female,No,12026.4
8288989,115.2,4,0,43,42,Female,No,14741.42
16724663,31.7,4,2,25,51,Female,No,2382.65
3322323,125.1,4,1,28,55,Male,No,23834.65
12921396,36.9,3,1,15,58,Male,No,254.27
26805932,93,6,3,11,44,Female,No,15813.38
22078798,46.1,6,2,42,53,Male,No,7711.52
23228962,75,5,0,38,34,Female,No,4853.04
16166121,108.6,8,3,48,36,Female,Yes,24519.07
14706401,115.7,7,0,43,33,Male,No,21573.18
16186302,87.6,2,1,20,45,Male,No,6429.81
19911528,96.3,6,1,3,27,Female,No,17566.01
20554409,66.1,3,0,24,42,Male,No,12101.17
4683193,99.1,3,1,31,40,Female,No,9934.51
23701507,27.7,2,3,44,37,Male,No,9745.36
16299562,92.9,2,3,29,51,Female,No,18375.09
16364226,78.9,7,1,11,55,Male,No,19140.84
10864136,55.9,3,0,4,66,Male,Yes,4574.61
28987295,25.9,4,3,7,46,Male,No,4037.08
7656032,67.6,3,3,42,36,Female,Yes,4764.25
22780574,44.7,4,2,10,49,Female,Yes,9812.2
28136994,44.2,2,3,47,52,Female,No,2827.13
6186136,50,4,2,30,55,Female,No,7442.95
7705166,88.2,2,2,19,41,Female,No,10611.38
6936349,126.2,5,1,1,42,Male,No,8702.91
26223634,82.7,1,5,25,67,Male,Yes,9240.15
6674363,52.5,4,0,18,23,Male,No,14463.46
5614514,66.6,4,2,36,32,Female,No,2666.4
25843244,72.6,3,3,23,65,Female,No,2918.03
21963057,87.8,6,1,18,58,Female,No,15827.77
25370279,90.7,3,2,26,44,Female,No,10466.62
9256695,56.4,8,2,12,53,Male,No,4938.57
27233810,118.3,6,0,49,46,Male,No,21417.37
2009640,95.6,6,4,25,53,Male,No,13797.76
22232595,42,3,5,60,40,Female,Yes,2585.17
21657234,57.8,6,2,7,56,Male,No,1378.06
23905139,34.1,7,1,6,50,Female,No,186.07
12544286,68.4,5,3,41,37,Male,No,10233.37
21296021,57.1,6,5,25,50,Male,No,7067.87
7274405,48.6,4,2,47,34,Female,No,9394.85
19505308,44.7,5,1,28,39,Male,No,16432.47
28510885,48.8,7,5,18,36,Male,Yes,2277.05
3325119,101.9,5,1,50,51,Male,No,22222.35
16154451,102.5,6,0,16,46,Female,No,10739.91
567523,110.9,3,2,11,41,Female,No,13083.31
26428968,32.4,5,3,19,31,Female,No,1408.35
20851466,20.3,4,5,20,61,Female,No,0
9578391,20.9,5,4,27,53,Male,No,4845.93
15745995,17.4,2,3,19,48,Female,No,0
17948696,45.5,1,4,39,37,Male,No,2850.37
24108343,42.8,7,3,25,49,Female,No,3987.57
26796755,24.4,8,2,19,54,Female,Yes,7303.77
6950200,32.3,3,0,36,47,Female,No,0
5171393,41.4,5,1,56,52,Female,No,11376.82
18767330,28.6,3,4,27,50,Male,No,5457.85
25092745,37.4,8,1,19,36,Male,No,0
4102398,18.4,5,3,38,52,Female,No,5553.01
25156109,80.4,3,4,47,35,Female,No,6821.62
4326218,33.3,8,4,38,59,Male,No,5081.14
11425220,113.1,2,1,24,50,Male,No,25744.42
12798,85.8,6,2,53,44,Male,No,19533.24
12376517,62.3,3,1,22,25,Male,No,13651.82
4512932,96,7,2,23,29,Male,No,18367.52
9488770,44.1,3,1,36,41,Male,No,16576.27
24072678,74.4,7,4,20,49,Male,No,11525.38
1262514,49.8,5,4,30,50,Male,Yes,11708.81
14147649,85.9,7,1,1,43,Male,No,8349.08
21169177,107.3,3,4,52,54,Male,No,12625.98
5243627,57.4,4,2,28,48,Male,No,11448.87
7622602,101.5,7,5,21,54,Male,No,9660.43
20955766,49.9,5,3,35,46,Male,No,14860.1
1272564,107.8,5,2,40,44,Male,No,14513.34
14791131,92.7,2,2,44,40,Male,Yes,14648.98
17247504,37.7,3,0,57,40,Male,No,14035.76
4945977,66.5,5,2,37,53,Female,No,17274.61
9726414,55.6,3,1,49,35,Male,No,11713.5
13993733,100.9,6,4,5,32,Female,No,18923.37
6197708,95.7,5,3,6,55,Female,No,16203.51
27831286,22,5,2,41,38,Female,No,11564.25
16422266,73.3,5,1,24,31,Female,No,11217.21
23512075,111.7,6,2,26,44,Male,No,28230.97
18015817,39.3,5,1,52,52,Male,No,915.62
9055721,74.9,8,2,43,42,Female,No,15710.91
24651189,82.3,2,4,41,34,Female,Yes,12522.88
27350317,72.3,6,1,13,52,Female,No,8708.99
14332358,49.7,6,3,15,38,Male,No,7335.16
13151414,29.5,2,4,35,37,Female,No,1332.2
17165201,57.4,3,1,44,40,Male,No,13486.26
10221473,53.7,7,1,17,58,Male,No,19565.55
20619775,97.5,7,4,46,70,Male,No,6939.13
11301595,65.4,4,2,27,33,Female,No,13397.76
23519793,60.8,2,5,22,64,Female,No,5313.77
23039460,84,6,3,44,64,Female,No,12531.68
8637564,87.8,4,1,21,38,Female,No,10123.7
6185132,89.2,5,2,41,47,Male,No,11352.59
16310418,123.4,3,1,43,38,Female,No,17544.69
13726570,46.4,4,2,40,45,Male,No,12180.16
3038979,105.7,2,1,36,46,Male,No,9490.45
2173256,31.6,7,4,31,44,Male,No,8242.33
9755302,109.2,4,2,49,36,Male,No,8011.74
8264836,100.8,2,4,48,65,Male,No,22066.9
2361050,99,6,1,3,41,Male,No,8813.23
5971726,78.8,3,3,37,32,Male,No,10200.41
9180457,65.5,4,1,45,27,Female,No,22856.87
22418996,107.1,5,2,20,54,Female,No,18936.67
10364842,108.9,2,5,31,58,Female,Yes,8845
12023634,50.9,6,1,1,44,Male,No,3954.86
18851082,77.4,6,2,7,47,Male,No,9676.43
2935688,93.6,2,1,20,55,Female,No,10772.39
5995768,24.6,1,0,58,45,Male,No,10204.98
14390511,83.5,4,3,11,48,Female,No,17340.87
12418401,42.9,3,2,24,58,Female,No,770.34
23069476,124.1,7,3,22,46,Female,No,16294.95
10056650,70.8,4,5,50,24,Male,No,16246.53
11652416,70.4,3,5,50,31,Female,No,10504.65
16498721,101,8,2,19,52,Male,No,17291.03
23963514,71.6,3,1,44,38,Male,No,13562.02
25949947,74.2,4,2,58,54,Female,No,13828.44
15579858,29.4,3,0,2,45,Male,No,12282.69
28992198,50.6,4,4,51,51,Female,No,16272.69
1240338,37.1,3,1,5,48,Female,No,2807.24
26076456,23,6,1,24,55,Female,No,4720.83
529515,64.2,6,5,34,64,Female,No,13226.39
10877325,54.4,5,4,37,39,Female,No,15562.56
3924700,20,6,2,52,45,Male,No,11726.53
12195275,8.4,4,1,14,49,Male,No,10650.3
26593499,39.1,8,5,11,32,Male,No,11863.17
27704030,47.2,2,3,0,39,Female,No,5391.53
20537459,115.9,4,4,7,50,Female,No,22614.69
7579968,20.5,5,3,27,59,Male,No,5962.79
9303646,56.4,6,5,7,44,Female,No,0
18904676,57.3,4,1,46,35,Male,No,860.5
22059597,90.8,8,2,51,40,Male,No,11814.26
20999241,85.2,7,4,29,27,Female,No,14914.29
19381108,78.6,2,1,37,66,Male,No,4356.11
20271891,92.6,7,4,48,62,Male,Yes,9454.69
17574442,103.5,3,1,51,41,Female,No,20068.19
12008378,79.5,3,3,29,51,Male,No,1240.08
16011971,91.9,4,4,2,46,Female,No,15272.68
7147667,112.5,7,0,20,38,Male,No,22039.96
26452361,10.7,1,4,51,61,Male,No,0
23571208,46.2,3,2,41,34,Female,No,0
7666222,113,3,0,20,51,Male,No,23903.52
16112428,54.7,7,0,16,29,Male,No,14547.33
21361885,28.5,4,4,37,48,Female,No,7135.97
4983139,103.3,3,5,46,52,Male,Yes,9892.03
22595673,101.4,5,2,59,26,Female,No,20546.52
12839749,18.4,3,2,58,58,Male,No,2080.92
20783091,26.1,3,2,58,48,Male,No,7306.01
21497981,31.7,1,2,2,35,Female,No,0
22252102,44.8,8,2,35,36,Female,No,19470.32
1332726,105.8,7,0,9,64,Female,No,17095.48
8211092,67.8,3,0,5,31,Male,No,17223.64
960038,96.1,3,3,57,42,Female,No,21509.33
27911957,62.2,2,0,25,50,Female,No,20777.86
23236412,82.7,8,1,12,37,Female,Yes,10016.99
85752,97.2,5,1,22,53,Female,No,25819.64
2761167,42.7,7,4,28,31,Female,No,6369.69
4860140,124.2,6,2,2,57,Female,No,17932.39
9537386,65.2,3,4,32,67,Male,No,1404.11
27937609,17.6,8,3,13,44,Male,No,13091.27
5218774,93.2,5,4,8,52,Female,No,12934.25
3681523,33.7,6,2,15,47,Male,No,6717.11
24889263,90.3,6,0,41,49,Male,No,11411.28
25715482,67,7,1,48,33,Female,No,15246.08
802149,106.8,7,2,53,38,Female,No,20497.85
27926478,93.3,2,2,13,65,Female,No,5689.88
9511750,101,2,0,49,45,Male,No,22335.12
24280044,28.8,8,4,29,31,Male,No,5760.18
22840691,39.8,8,2,18,52,Male,No,11519.16
24911092,36.9,6,1,6,37,Female,No,18721.26
18405991,78.3,1,3,8,47,Female,No,14521.32
16055231,97.5,8,5,54,27,Male,No,17226.78
21506343,55,8,3,50,40,Male,No,15055.14
27390644,44.8,7,0,32,36,Male,No,10369.1
25590497,54.6,6,3,38,38,Male,No,13415.6
18324790,62.8,4,4,30,66,Male,No,3863.7
19040970,90.2,7,2,20,52,Female,Yes,24895.27
10119951,51.4,7,5,22,52,Female,No,12696.12
16921616,94.3,1,5,39,43,Female,No,10315.77
1681885,51.5,8,4,23,31,Male,No,8911.85
19643963,68,7,1,22,30,Female,No,17505.59
22888559,47.6,3,2,40,38,Female,No,9438.17
10646457,98.6,8,4,11,42,Female,No,8503.68
17294194,39.6,7,0,6,61,Female,No,15075.31
20619460,58.4,1,4,43,32,Female,No,4702.48
18506151,78.9,1,2,22,49,Male,Yes,7426.98
3736054,54.6,7,0,20,57,Female,Yes,16087.54
1157539,91.1,4,0,2,50,Female,No,10286.96
3745739,70.1,7,1,26,31,Female,No,19542.38
530139,48.3,5,1,24,60,Male,No,14021
12883210,47.1,3,4,41,42,Male,No,93.96
11989263,55.1,6,4,11,46,Female,No,6645.43
5818532,24.1,3,2,50,25,Male,No,0
25842019,58,1,1,27,38,Female,No,5907.06
3411282,92.6,2,1,9,51,Male,No,14450.09
6519430,53.3,5,4,43,57,Male,No,7044.56
12597320,21.3,2,4,43,28,Male,No,11745.75
22098331,102,8,2,13,37,Female,No,12953.39
18477376,41.9,7,1,28,42,Male,Yes,13777.81
15564168,45.6,8,1,13,26,Male,No,6529.6
16390227,124.4,3,3,34,47,Male,No,22145.1
12061137,40.6,2,2,44,36,Male,No,12452.78
3462224,76.1,8,4,5,62,Male,Yes,9872.6
25997292,119.5,7,4,35,31,Male,No,13268.9
19146273,72.7,2,1,46,27,Male,No,19103.88
22281703,43.3,7,3,1,40,Female,No,11202.29
11896026,60.3,5,1,28,42,Female,Yes,3831.26
9186683,44.3,6,1,16,43,Male,No,13931.17
6471293,68.3,6,1,54,38,Male,No,15240.44
9241034,91.7,4,1,46,42,Male,No,15884.51
7008745,88.5,2,2,22,46,Female,No,20538.5
23892420,102.3,1,2,9,61,Female,No,16249.39
26039184,115.7,5,4,42,28,Male,No,17053.29
8680819,29.5,6,4,25,55,Female,No,10286.07
24592984,109.9,4,4,23,45,Female,Yes,20518.94
1175689,74.6,2,0,47,59,Male,No,20658.27
4274792,53.5,4,3,38,43,Female,No,13569.89
1626263,31.6,7,2,51,42,Female,No,11045.33
7368837,80.8,2,3,9,38,Male,No,12590.11
25084641,103,2,1,37,48,Female,No,16329.57
22126054,94,4,1,23,35,Female,No,6846.96
13485189,99,8,0,57,44,Male,No,25794.28
2627501,119.3,6,2,57,51,Female,No,18650
922925,112.1,1,3,18,43,Male,No,13517.77
156334,38,7,1,51,33,Male,No,3789.3
14141685,34.9,5,5,15,57,Male,No,8674.66
12303579,69.8,3,4,21,50,Male,No,21201.26
18927747,123.5,5,3,7,41,Male,No,18821.83
6378425,91.7,7,1,57,44,Female,No,19126.3
21036740,79.8,8,3,13,30,Male,No,6660.33
6747375,28.8,7,4,57,53,Male,No,12822.78
4089000,48.8,6,5,36,30,Female,No,7302.63
21481504,35.5,3,2,47,57,Female,No,4193.47
26445140,99.5,2,2,42,56,Male,No,18182.09
10846558,87.9,5,1,38,58,Male,No,11059.61
27111025,76.4,4,3,2,52,Male,No,17809.53
8750089,44.7,7,3,4,55,Male,No,17939.33
12318363,92.4,2,1,45,23,Male,Yes,6844.59
14036556,42.9,4,0,32,28,Male,No,12083.97
27510736,33,7,2,9,52,Male,No,12163.29
2851425,57.1,3,3,43,44,Female,No,0
18148573,99.6,7,2,53,40,Male,No,20257.3
14739579,58.8,1,4,30,47,Male,No,14293.31
12277337,54,8,4,12,46,Female,No,13980.22
29580219,105.8,6,0,27,38,Male,No,17666.66
12417055,35.3,4,3,7,66,Female,No,9674.23
19986062,46.5,7,3,55,56,Male,No,13652.78
1636486,52.6,8,2,6,46,Female,No,9855.04
4656209,23.6,5,4,19,53,Female,No,5360.7
8054142,33.5,6,4,60,47,Male,No,2724.79
28857072,64.2,4,2,21,21,Female,No,12263.81
22272702,40.6,4,2,39,35,Male,No,17978.24
15568728,97.3,8,4,4,34,Female,No,13485.21
15995821,110.2,8,0,3,41,Female,No,16289.47
26507581,26.7,4,0,13,53,Male,No,7197.4
15150656,48,7,3,1,51,Female,No,9053.87
28016530,71.1,6,4,55,48,Male,Yes,8808.59
27561581,53.1,7,4,36,28,Female,Yes,16615.75
6090976,53.8,5,2,12,47,Male,No,8554.06
3501965,12.5,7,2,49,28,Male,No,8985.13
11524468,29.2,4,4,15,49,Female,No,3583.06
7686120,41.7,3,1,9,39,Male,No,8951.54
13238321,33.5,2,4,18,36,Male,No,3748.16
19333,63.6,8,3,36,28,Male,No,15019.53
17507408,119.2,4,2,50,28,Female,No,13461.83
23552563,47.1,5,5,27,35,Female,No,14188.74
29956537,30.6,4,1,7,41,Male,No,9777.27
1792788,108.2,4,4,18,40,Male,No,5579.45
20649933,74.4,4,2,28,67,Female,No,8556.39
5535914,74.9,1,2,11,48,Female,Yes,7715.47
27389448,29.5,3,4,35,20,Male,No,8371.31
6101289,39.3,7,1,12,61,Male,No,10250.99
20175821,68.8,4,4,45,22,Male,No,18347.36
18549094,83.4,7,4,38,43,Male,No,15021.23
27011482,30.1,2,4,32,20,Male,No,0
13249607,105.3,4,3,36,52,Male,No,13664.96
29535484,37.3,8,2,5,49,Male,No,10917.2
22274957,44.8,7,5,49,32,Male,No,12211.22
26774496,53.1,5,3,22,24,Female,No,10994.34
13132142,61.9,6,4,4,47,Male,No,3741.63
22503037,79.5,1,1,5,32,Male,No,17867.94
27538132,95.4,3,3,53,44,Male,No,6573.38
4876571,88.3,5,4,7,45,Female,No,15312.84
29518195,48.4,6,5,50,55,Female,No,3086.81
18880442,46.2,4,4,20,45,Female,No,5184.86
6318607,56.9,7,1,34,48,Male,No,10451.88
28433665,101.2,3,1,13,43,Male,No,14365.71
12060514,39.9,4,4,23,47,Male,No,12202.55
4334568,33.2,7,5,41,32,Female,No,6694.98
15069637,83.5,8,0,27,32,Male,No,17170.96
6891755,77.7,7,1,42,41,Male,No,13853.67
1715595,41.2,2,4,54,32,Male,Yes,3848.72
9687040,101.4,7,2,23,63,Male,No,13654.27
9229814,29.9,7,5,40,44,Male,No,9844.74
10682068,99.4,1,4,34,54,Female,No,3441.93
18797830,52.6,2,2,13,29,Female,No,11083.57
29594816,59.9,7,1,20,31,Female,No,14050.47
6744436,107.7,5,4,38,38,Female,No,22244.08
7394141,14.6,6,0,58,51,Male,No,1407.73
26699258,64.8,7,4,13,26,Female,Yes,10044.57
7641702,115.5,5,1,28,42,Female,No,20070.77
9219443,49.2,7,0,37,50,Male,No,9583.1
5310864,45,6,1,17,44,Male,No,11619.51
17394500,76,2,5,38,40,Male,No,18403.79
25371700,91.4,3,4,14,56,Female,No,5187.39
14821793,92.6,7,5,59,47,Male,No,15694.65
7593493,108.1,2,4,9,48,Male,No,11416.78
25368758,86.2,7,0,10,31,Female,No,18881.96
466179,87.6,3,4,2,53,Female,No,4067.11
5093714,90.7,7,4,22,56,Female,No,10478.5
23270694,57.5,5,1,11,41,Female,No,6972.76
6648309,79.9,2,1,35,40,Male,No,16921.59
8135024,59.1,7,0,11,45,Male,No,11463.52
4957480,62.9,4,4,3,43,Male,Yes,14726.13
22106302,113.2,4,3,25,40,Female,No,9255.43
23926353,92.3,6,4,4,57,Male,No,7504.83
25900754,59.7,4,2,1,55,Female,No,9349.45
11424435,93.3,8,5,13,46,Male,No,16392.44
159543,46.2,1,1,13,42,Female,Yes,234.37
9927832,49.4,2,3,55,42,Female,No,10705.74
23128586,57.5,1,3,2,51,Female,No,2939.22
19588376,73.3,6,2,40,36,Male,No,17751.9
5171457,51.7,2,5,18,52,Male,No,7852.43
17246491,59,3,4,18,43,Female,No,17973.63
24976639,84.7,4,4,40,54,Male,No,14186.53
14831727,18.3,7,2,9,45,Female,No,0
28818605,14.5,3,1,44,31,Male,No,2087.56
12877147,102.3,6,3,35,45,Female,Yes,17622.21
4547059,63.8,2,2,10,42,Male,Yes,7648.12
8054270,33.7,8,3,23,38,Male,No,7514.23
4663748,35.4,7,1,26,39,Male,No,1010.66
4554002,101.3,3,5,21,35,Male,No,9116.59
21179996,81.6,8,4,2,58,Female,No,8693.43
20979771,115.5,3,1,10,25,Female,No,20014.5
23590909,95,7,5,38,34,Male,No,24232.28
21110871,62.5,5,4,31,46,Male,No,17175.45
20221422,102.4,4,1,28,54,Female,No,21108.5
12984985,93.3,2,1,48,41,Female,No,10111.23
14700105,30.5,6,1,20,45,Male,No,2098.69
16392628,47.7,8,2,46,33,Male,No,15464.23
12705782,84.4,4,3,45,47,Female,No,3772.74
13915738,47.6,2,2,56,67,Female,No,3074.86
11591097,61.7,8,1,21,65,Female,No,14127.44
20082489,35.4,7,3,14,42,Male,No,11855.85
11851649,10,3,2,15,36,Male,No,9708.21
23231166,121.8,4,2,19,36,Male,No,13512.24
2317092,97.1,3,3,16,50,Female,No,15629.08
7630045,80.7,2,5,16,51,Female,No,3165.33
22798241,31,4,1,30,29,Female,No,0
12372127,31.6,4,2,30,43,Male,No,10962.5
17085706,35.9,6,2,3,49,Male,No,15156.51
15083873,42.7,2,2,14,47,Female,Yes,6369.37
12458255,85.6,5,0,34,45,Male,No,4986.05
13252698,51.9,8,4,56,39,Male,No,5828.63
7461649,53.6,5,1,48,57,Male,No,11613.77
23288426,48.1,2,5,11,57,Female,No,6536.54
14827371,27.2,7,3,28,58,Female,No,0
23617571,54.5,6,2,36,39,Female,No,6601.32
21403471,81.3,2,4,2,60,Male,No,1323.28
29342507,33.5,2,2,8,28,Female,No,0
6428154,60.9,3,3,9,59,Female,No,15057.43
10667381,91.9,3,5,38,43,Female,No,14616.27
28611528,46.7,3,2,24,48,Male,No,0
18700205,59.5,5,4,6,51,Female,No,6381.15
7013019,78.6,4,4,48,41,Male,No,6834.42
23534864,42.9,7,3,31,48,Male,Yes,16457.3
28003942,53.5,1,0,28,50,Female,Yes,10853.55
27279861,72.7,3,3,3,36,Male,No,16943.96
13277565,109.2,7,4,2,47,Male,No,21614.76
15972973,86.1,4,3,34,45,Male,No,17170.47
19228355,17.9,2,3,50,43,Male,No,5560.52
15216209,81.1,4,0,41,26,Female,No,22262.35
23739147,51.7,6,2,46,33,Female,No,12685.51
6827783,73.3,2,0,43,55,Female,No,14469.1
28951505,39.6,7,1,53,39,Male,No,4075.5
3693513,72,4,1,30,52,Male,Yes,16739.59
15205068,75.2,7,1,55,49,Male,No,15815.36
29416027,47,3,5,25,53,Female,No,247.86
26728695,46.1,4,0,45,28,Female,No,1670.62
29405838,77.7,2,1,10,44,Male,No,10993.1
15586464,98.2,1,4,49,35,Female,No,21766.73
25602990,89.8,4,0,33,40,Male,No,14243.58
1832591,71.4,6,3,59,34,Male,No,11892.23
10061454,64.5,4,1,5,41,Male,No,1906.73
11059270,111.9,4,2,20,27,Male,No,14464.92
1773400,82.8,6,3,24,50,Female,No,10087.76
3387311,92.9,4,1,24,52,Male,No,25809.51
11370463,43,8,4,57,39,Male,No,8055.98
21208856,58.8,4,1,19,31,Female,No,9600.78
11453679,99.8,6,1,11,42,Female,No,14515.17
27929842,46.2,8,0,50,63,Female,Yes,12277.37
8869407,66.7,7,4,24,38,Male,No,16009.98
12600696,40.6,6,3,46,59,Female,No,4721.68
1493222,100.3,2,2,55,41,Female,No,6941.22
21302539,46.7,6,2,27,38,Female,No,2293.89
3908578,124.1,3,5,22,50,Male,No,22627.06
29916860,41.1,5,1,27,49,Female,No,17736.91
11458803,48.9,3,3,53,43,Female,No,4744.67
13103111,45.1,2,5,11,64,Female,No,3688.98
29212725,35.2,1,0,57,32,Female,No,12113.75
450082,91.6,1,1,10,48,Male,No,18003.47
3549973,57,6,1,11,30,Male,No,10354.95
17851078,81.9,3,3,14,56,Male,No,14987.92
5187629,72.4,7,1,41,43,Male,Yes,14411.35
21010019,51.2,2,1,28,67,Male,No,13012.67
24287525,27.9,3,0,53,40,Female,No,5647.73
12813959,98.6,4,2,7,43,Male,No,21123.26
23867352,89.6,7,3,20,24,Female,No,18435.38
21611889,42.3,2,0,48,61,Male,Yes,526.86
15389402,67.9,2,1,57,48,Female,No,13714.95
24597212,99.3,2,4,29,30,Male,No,8476.61
3493728,58.8,2,4,2,28,Male,No,10434.12
13306697,92.5,7,3,4,50,Male,No,6310.91
25789848,48.6,7,5,17,34,Male,No,3178.04
